候选词序号(NO.),Word,N,词频(Frequence),互信息(Mut),左信息熵(Ent_L),右信息熵(Ent_R),Mark,TF,IDF,TF-IDF,"最小左右信息熵{min(Ent_L, Ent_R)}"
17241,48w合,4,9,2.6,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17263,验黄磊早,4,9,1.9,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17294,卍卍卍卍,4,9,11.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17244,葱葱葱葱,4,9,10.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17249,森章太郎,4,9,9.6,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
17061,徐睿在此,4,9,8.6,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17094,乘除等于,4,9,8.1,0.503,2.419,0,0.000219469,4.316630726,0.000947368,0.503
17215,ASAS,4,9,6.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17072,版有灵魂,4,9,6.2,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
17164,男人我牙,4,9,5.8,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
16986,芳容宿管,4,9,5.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17046,打挺最后,4,9,5.7,0.503,1.352,0,0.000219469,4.316630726,0.000947368,0.503
17252,蹭树牛奶,4,9,5.7,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
17270,上下打點,4,9,5.6,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17158,抑郁秦王,4,9,5.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17289,dd早期,4,9,5.5,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
16962,风暴鲤鱼,4,9,5.4,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17171,作品笑死,4,9,5.4,0.503,1.352,0,0.000219469,4.316630726,0.000947368,0.503
17286,作品鱼儿,4,9,5.4,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
17269,是这个味,4,9,5.2,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
17301,加油这个,4,9,5.2,0.503,1.447,0,0.000219469,4.316630726,0.000947368,0.503
17134,敲门便宜,4,9,5.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17121,的下一句,4,9,4.9,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
17159,挖矿一睹,4,9,4.8,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
16997,亿遍选择,4,9,4.6,0.503,1.658,0,0.000219469,4.316630726,0.000947368,0.503
17181,QA再来,4,9,4.5,0.503,0.918,0,0.000219469,4.316630726,0.000947368,0.503
17255,一直以为,4,9,4.3,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
17075,点你还拿,4,9,4.1,0.503,0.991,0,0.000219469,4.316630726,0.000947368,0.503
17162,hh籽岷,4,9,4.1,0.503,1.447,0,0.000219469,4.316630726,0.000947368,0.503
17201,还尿裤头,4,9,4.1,0.503,2.419,0,0.000219469,4.316630726,0.000947368,0.503
17160,冲充冲冲,4,9,3.6,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17250,冲冲66,4,9,3.5,0.503,1.436,0,0.000219469,4.316630726,0.000947368,0.503
17309,0fps,4,9,3.5,0.503,2.281,0,0.000219469,4.316630726,0.000947368,0.503
17307,张国荣吗,4,9,3.4,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
16977,作品一天,4,9,3.2,0.503,2.281,0,0.000219469,4.316630726,0.000947368,0.503
17095,哈哈好像,4,9,3.2,0.503,2.725,0,0.000219469,4.316630726,0.000947368,0.503
17156,哈哈猛男,4,9,3.2,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
17235,作品72,4,9,3.2,0.503,1.753,0,0.000219469,4.316630726,0.000947368,0.503
17077,加油20,4,9,2.9,0.503,1.658,0,0.000219469,4.316630726,0.000947368,0.503
17106,太姨奶你,4,9,2.7,0.503,1.447,0,0.000219469,4.316630726,0.000947368,0.503
17214,出直播间,4,9,2.7,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
17265,路横扫八,4,9,2.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17293,少年狂物,4,9,2.6,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
17044,哈哈一亿,4,9,2.5,0.503,2.059,0,0.000219469,4.316630726,0.000947368,0.503
17082,树席卷八,4,9,2.5,0.503,0.918,0,0.000219469,4.316630726,0.000947368,0.503
17168,遍410,4,9,2.2,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
17165,品上头了,4,9,2.1,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
17091,品朱一龙,4,9,2,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
17239,哈哈76,4,9,2,0.503,2.725,0,0.000219469,4.316630726,0.000947368,0.503
17026,兵作战再,4,9,1.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
17088,日一遍牛,4,9,1.5,0.503,2.113,0,0.000219469,4.316630726,0.000947368,0.503
17189,影朱一龙,4,9,1.5,0.503,1.658,0,0.000219469,4.316630726,0.000947368,0.503
16980,矿再来一,4,9,1.4,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
17128,体每日一,4,9,1.4,0.503,0.991,0,0.000219469,4.316630726,0.000947368,0.503
17002,来亿遍太,4,9,1.2,0.503,2.419,0,0.000219469,4.316630726,0.000947368,0.503
16984,睹芳容让,4,9,1,0.503,0.991,0,0.000219469,4.316630726,0.000947368,0.503
15559,关晓彤关,4,18,6,3.503,0.503,0,0.000438939,4.037877125,0.001772381,0.503
15631,洗他三爹,4,18,8.2,0.503,3.837,0,0.000438939,4.037877125,0.001772381,0.503
15615,敲门70,4,18,2.8,0.503,1.838,0,0.000438939,4.037877125,0.001772381,0.503
15067,电光毒龙,4,27,5.1,4.505,0.503,0,0.000658408,3.869472695,0.002547692,0.503
13856,亿遍再来,4,494,4.6,0.973,0.503,0,0.01204643,2.622025527,0.031586047,0.503
11048,就是馋,3,9,7.2,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11205,全真七,3,9,7,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11098,重拳出,3,9,5.6,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11149,自由搏,3,9,5.6,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11239,不得不,3,9,5.1,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11331,肉蛋葱,3,9,10.1,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11379,经典永,3,9,6.1,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11262,好久不,3,9,5.4,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11134,六脉神,3,9,5,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11218,黄渤早,3,9,4.6,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11061,太好看,3,9,4,2.725,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11102,看了好,3,9,2.8,2.725,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11306,报道黄,3,9,1.9,2.725,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11345,开头再,3,9,2.7,2.642,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11319,你那个,3,9,1.8,2.642,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11121,黑虎阿,3,9,7.4,2.419,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11112,加油干,3,9,1.2,2.419,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11230,裤头籽,3,9,1.2,2.419,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11249,W30,3,9,1.2,2.419,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11268,不好意,3,9,5.9,2.281,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11119,那里来,3,9,4,2.281,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11095,合影牧,3,9,1.4,2.281,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11336,亿遍世,3,9,1.2,1.891,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11242,亿遍圣,3,9,1.6,1.658,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11349,BAB,3,9,6.8,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11369,上菜笑,3,9,2.4,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11220,体荷官,3,9,2.3,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11117,头百里,3,9,1.7,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11076,秀物业,3,9,1.6,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11260,定了籽,3,9,1,1.392,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11285,甩狙宴,3,9,1.9,1.352,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11206,一遍朱,3,9,1.6,1.352,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11182,者的眼,3,9,4.9,1.224,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11300,亿遍普,3,9,1.6,1.224,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11368,暴每日,3,9,1.7,0.991,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11265,矿众神,3,9,1.4,0.991,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11386,宝岛第,3,9,3.7,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11339,展开致,3,9,2.5,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11290,解体百,3,9,2.3,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11231,死了每,3,9,2,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11087,7w每,3,9,1.8,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11207,抑郁物,3,9,1.5,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11237,挠头战,3,9,1.2,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11288,遍六千,3,9,2.1,0.918,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11071,的是黄,3,9,2.4,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11327,容干翻,3,9,1.4,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11140,路so,3,9,1.1,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11381,卓荣伟,3,9,8.9,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11188,象挥鞭,3,9,8.7,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11304,顾俊翔,3,9,8.3,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11393,吧吧吧,3,9,7.8,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11299,大大大,3,9,7.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11135,脉神剑,3,9,7.3,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11277,拳出击,3,9,6.6,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11234,m是啥,3,9,6.1,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
11350,抬一裤,3,9,5.8,0.503,1.53,0,0.000219469,4.316630726,0.000947368,0.503
11113,久不见,3,9,5.7,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
11341,扫落叶,3,9,5.6,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11322,挖钻石,3,9,5.5,0.503,1.447,0,0.000219469,4.316630726,0.000947368,0.503
11394,黄惠玟,3,9,5.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11389,正式开,3,9,5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11320,灵魂注,3,9,4.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11383,我郑力,3,9,4.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11264,死老子,3,9,4.2,0.503,1.88,0,0.000219469,4.316630726,0.000947368,0.503
11080,知道为,3,9,4.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11356,丽莎的,3,9,3.7,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
11365,差14,3,9,3.6,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
11173,W助力,3,9,3.2,0.503,2.725,0,0.000219469,4.316630726,0.000947368,0.503
11392,冲沖沖,3,9,3.1,0.503,1.352,0,0.000219469,4.316630726,0.000947368,0.503
11176,下第一,3,9,3,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11317,好听的,3,9,3,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
11126,扫六舍,3,9,2.7,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
11209,字榴莲,3,9,2.7,0.503,1.975,0,0.000219469,4.316630726,0.000947368,0.503
11337,个眼神,3,9,2.5,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
11100,蹭树横,3,9,2.4,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11187,体百里,3,9,2.4,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11303,之凝视,3,9,2.4,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
11370,菜笑死,3,9,2.4,0.503,1.658,0,0.000219469,4.316630726,0.000947368,0.503
11244,加要了,3,9,2.1,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11385,我看不,3,9,2.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11245,经验佩,3,9,2,0.503,0.918,0,0.000219469,4.316630726,0.000947368,0.503
11062,身武汉,3,9,1.8,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11110,me再,3,9,1.8,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11275,敲门空,3,9,1.7,0.503,1.352,0,0.000219469,4.316630726,0.000947368,0.503
11272,门恭喜,3,9,1.6,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11286,体笑死,3,9,1.6,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
11067,发牌上,3,9,1.5,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11107,0w超,3,9,1.5,0.503,2.059,0,0.000219469,4.316630726,0.000947368,0.503
11143,古每天,3,9,1.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11215,品猛男,3,9,1.5,0.503,2.725,0,0.000219469,4.316630726,0.000947368,0.503
11235,的老婆,3,9,1.5,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11163,咸蛋苏,3,9,1.4,0.503,0.991,0,0.000219469,4.316630726,0.000947368,0.503
11301,遍普京,3,9,1.4,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
11227,合您的,3,9,1.3,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11373,方鱼儿,3,9,1.3,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
11064,挖矿笑,3,9,1.2,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11150,矿最后,3,9,1.2,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
11256,得这个,3,9,1.2,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
11281,乐上头,3,9,1.2,0.503,1.88,0,0.000219469,4.316630726,0.000947368,0.503
11174,场40,3,9,1.1,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11330,作品为,3,9,1.1,0.503,2.059,0,0.000219469,4.316630726,0.000947368,0.503
11085,树众神,3,9,1,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
11131,作品镇,3,9,1,0.503,1.436,0,0.000219469,4.316630726,0.000947368,0.503
11185,施每天,3,9,1,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
9452,单人模,3,18,5.7,1.209,0.503,0,0.000438939,4.037877125,0.001772381,0.503
9370,是街舞,3,18,5.2,0.503,3.948,0,0.000438939,4.037877125,0.001772381,0.503
9441,验籽岷,3,18,1.4,0.503,2.057,0,0.000438939,4.037877125,0.001772381,0.503
8633,助攻籽,3,27,1.2,2.222,0.503,0,0.000658408,3.869472695,0.002547692,0.503
8624,体再来,3,27,1.3,1.583,0.503,0,0.000658408,3.869472695,0.002547692,0.503
8221,合影众,3,36,1.6,2.757,0.503,0,0.000877877,3.748429002,0.003290661,0.503
8102,遍让我,3,40,1.5,1.315,0.503,0,0.000975419,3.703846869,0.003612804,0.503
4484,混入,2,9,5.7,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4650,老妇,2,9,5,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4453,好柔,2,9,4.4,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4612,太猛,2,9,2.6,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4426,吗恐,2,9,1.2,3.17,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4536,菜市,2,9,6.1,2.948,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4419,扫脸,2,9,2.1,2.725,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4506,6斗,2,9,1.2,2.642,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4590,了截,2,9,1.2,2.642,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4681,顶部,2,9,5.1,2.281,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4584,新皇,2,9,4.2,1.88,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4677,有奇,2,9,2.5,1.658,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4688,木待,2,9,6.3,1.447,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4670,见恐,2,9,1.7,1.436,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4623,遍精,2,9,1.2,1.224,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4646,遍智,2,9,1.6,0.991,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4694,我建,2,9,1.9,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4415,视物,2,9,1.2,0.986,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4446,搏猛,2,9,3.8,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4596,计重,2,9,3.4,0.764,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4668,吨吨,2,9,11.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4634,石森,2,9,7.4,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4686,决圣,2,9,6,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4540,佳全,2,9,5.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4689,CT,2,9,4.9,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4551,军横,2,9,4.6,0.503,0.918,0,0.000219469,4.316630726,0.000947368,0.503
4452,度帽,2,9,4.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4516,到谁,2,9,4.5,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4579,飞彦,2,9,4.5,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
4620,娜多,2,9,4.4,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
4568,么歌,2,9,4.3,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
4695,噢啦,2,9,4.2,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4427,着震,2,9,4,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
4554,一瞥,2,9,4,0.503,2.948,0,0.000219469,4.316630726,0.000947368,0.503
4588,清都,2,9,3.7,0.503,0.918,0,0.000219469,4.316630726,0.000947368,0.503
4505,隆早,2,9,3.6,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4674,也别,2,9,3.3,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4489,人扶,2,9,2.9,0.503,0.991,0,0.000219469,4.316630726,0.000947368,0.503
4651,他他,2,9,2.8,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4522,在都,2,9,2.6,0.503,3.17,0,0.000219469,4.316630726,0.000947368,0.503
4638,乐呀,2,9,2.5,0.503,2.281,0,0.000219469,4.316630726,0.000947368,0.503
4617,点哟,2,9,2.4,0.503,2.642,0,0.000219469,4.316630726,0.000947368,0.503
4440,农的,2,9,2.3,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4517,谁的,2,9,2.2,0.503,0.986,0,0.000219469,4.316630726,0.000947368,0.503
4432,门对,2,9,2.1,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4607,nr,2,9,2,0.503,1.447,0,0.000219469,4.316630726,0.000947368,0.503
4534,笑为,2,9,1.9,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4443,字拉,2,9,1.8,0.503,1.88,0,0.000219469,4.316630726,0.000947368,0.503
4520,美天,2,9,1.7,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4460,W啦,2,9,1.6,0.503,2.281,0,0.000219469,4.316630726,0.000947368,0.503
4613,有三,2,9,1.6,0.503,2.059,0,0.000219469,4.316630726,0.000947368,0.503
4510,容空,2,9,1.5,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
4450,遍注,2,9,1.4,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
4523,路蛇,2,9,1.4,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
4566,挺反,2,9,1.4,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
4573,才黄,2,9,1.4,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4616,翼张,2,9,1.4,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4549,菜物,2,9,1.3,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
4478,量再,2,9,1.2,0.503,0.503,0,0.000219469,4.316630726,0.000947368,0.503
4481,乐为,2,9,1.2,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
4632,遍钢,2,9,1.2,0.503,0.764,0,0.000219469,4.316630726,0.000947368,0.503
4567,剑每,2,9,1.1,0.503,1.224,0,0.000219469,4.316630726,0.000947368,0.503
2901,头让,2,18,1.5,1.864,0.503,0,0.000438939,4.037877125,0.001772381,0.503
2894,磁感,2,18,6.7,0.803,0.503,0,0.000438939,4.037877125,0.001772381,0.503
2847,西亚,2,18,4.6,0.503,3.197,0,0.000438939,4.037877125,0.001772381,0.503
2828,门送,2,18,3.8,0.503,1.745,0,0.000438939,4.037877125,0.001772381,0.503
2902,鬼道,2,18,2.6,0.503,2.523,0,0.000438939,4.037877125,0.001772381,0.503
2829,魂的,2,18,1.7,0.503,3.684,0,0.000438939,4.037877125,0.001772381,0.503
2155,门鲤,2,27,1.4,1.564,0.503,0,0.000658408,3.869472695,0.002547692,0.503
2201,容鱼,2,27,1.2,0.827,0.503,0,0.000658408,3.869472695,0.002547692,0.503
20333,早期作品籽,5,150,2.3,1.748,0.504,0,0.003657823,3.137653779,0.011476982,0.504
1563,力给,2,45,4.4,0.505,3.782,0,0.001097347,3.653872894,0.004009566,0.505
161,出水,2,740,5.1,0.505,6.237,0,0.018045259,2.446812518,0.044153367,0.505
25482,恭喜你发现镇,6,115,6.6,5.2,0.506,0,0.002804331,3.252172737,0.009120168,0.506
25444,黄磊上菜黄磊,6,130,5.2,2.584,0.506,0,0.003170113,3.19935943,0.010142331,0.506
7144,合影再,3,154,1.7,2.992,0.506,0,0.003755365,3.126299028,0.011740393,0.506
29672,7777777,7,97,4.9,0.507,0.577,0,0.002365392,3.32540465,0.007865886,0.507
20451,神归位仙人,5,102,4,0.722,0.507,0,0.00248732,3.303793501,0.00821759,0.507
14512,睹芳容每,4,52,1.4,0.507,0.931,0,0.001268045,3.592354856,0.004555269,0.507
7690,兔捣药,3,58,9.4,0.507,4.395,0,0.001414358,3.545778714,0.005015001,0.507
7097,发现镇,3,177,6.3,1.368,0.508,0,0.004316231,3.066210724,0.013234474,0.508
963,遍最,2,89,1.8,1.202,0.508,0,0.002170308,3.362388217,0.007297419,0.508
29796,树秦王扫六合一,7,53,2.8,0.51,0.651,0,0.001292431,3.584236966,0.004632378,0.51
25463,苏联解体苏联,6,120,6.3,4.295,0.51,0,0.002926258,3.233845356,0.009463067,0.51
7312,来一次,3,101,3.3,0.511,5.493,0,0.002462934,3.308030554,0.008147461,0.511
941,六小,2,92,2.8,5.303,0.511,0,0.002243465,3.348147777,0.007511451,0.511
25518,NBNBNB,6,93,6.8,0.575,0.512,0,0.00226785,3.343502872,0.007582564,0.512
21001,睹芳容每天,5,34,4.9,0.512,1.64,0,0.000829107,3.772562682,0.003127856,0.512
14858,挖矿再来,4,34,4.6,0.512,1.145,0,0.000829107,3.772562682,0.003127856,0.512
6821,的英雄,3,1076,4.8,0.512,6.349,0,0.026238783,2.284415023,0.059940269,0.512
1857,影自,2,34,1.6,0.512,2.57,0,0.000829107,3.772562682,0.003127856,0.512
1861,场籽,2,34,1.4,0.512,0.787,0,0.000829107,3.772562682,0.003127856,0.512
32710,合影黄磊老师早期,8,23,4.8,2.318,0.513,0,0.000560866,3.936419484,0.002207805,0.513
32726,哈哈哈哈哈每日一,8,23,3.1,0.513,1.682,0,0.000560866,3.936419484,0.002207805,0.513
32713,哈哈哈哈笑死我了,8,23,3,0.513,4.089,0,0.000560866,3.936419484,0.002207805,0.513
30132,位仙人指路狗熊,7,23,2.8,0.912,0.513,0,0.000560866,3.936419484,0.002207805,0.513
30140,哈哈哈哈哈呵呵,7,23,3.2,0.513,1.192,0,0.000560866,3.936419484,0.002207805,0.513
26244,苏联解体物业,6,23,5.8,3.969,0.513,0,0.000560866,3.936419484,0.002207805,0.513
26247,和他的小伙伴,6,23,8.2,0.513,1.328,0,0.000560866,3.936419484,0.002207805,0.513
26249,七毛钱一袋哟,6,23,7.1,0.513,3.464,0,0.000560866,3.936419484,0.002207805,0.513
